"","id","Linf","length_type","K","t0","sex","temp","Lm","omega","country","locality","questionable","captive","spp","genus","family","ScientificName","class","order","mean_tmax","med_tmax","max_tmax","mean_lmax","med_lmax","max_lmax"
"11",2,10.3,"SL",19.64,NA,NA,NA,NA,3.32,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"12",2,23.6,"SL",6.88,NA,NA,NA,27.6,3.58,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"13",2,22.8,"SL",8.03,NA,"M",NA,NA,3.62,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"14",2,13.2,"SL",13.21,NA,"M",NA,NA,3.36,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"15",2,13.3,"SL",7.63,NA,NA,NA,NA,3.13,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"16",2,11.1,"SL",13,NA,NA,NA,NA,3.2,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"17",2,61.3,"TL",0.35,NA,NA,NA,NA,3.12,"Kenya","Nyanza Gulf, Lake Victoria","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"18",2,42.8,"SL",0.38,-0.36,"M",NA,NA,2.85,"Egypt","High Dam Lake","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"19",2,14.2,"SL",7.29,NA,NA,NA,NA,3.17,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"20",2,22.3,"SL",0.88,NA,NA,NA,NA,2.64,"Burkina Faso","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"21",2,12.9,"SL",13.93,NA,NA,NA,NA,3.37,"Philippines","Sampaloc Lake, cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"22",2,22.2,"SL",4.27,NA,"M",NA,NA,3.32,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"23",2,12,"SL",9.87,NA,NA,NA,NA,3.15,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"24",2,55.6,"TL",0.39,NA,NA,NA,27,3.08,"Bangladesh","Kaptai Lake","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"25",2,23.1,"SL",2.54,NA,"M",NA,NA,3.13,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"26",2,17.3,"SL",3,NA,"M",NA,NA,2.95,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"27",2,23.5,"TL",1.38,NA,NA,NA,20.6,2.88,"Zambia","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"28",2,13.7,"SL",4.75,NA,NA,NA,NA,2.95,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"29",2,40.8,"SL",0.72,NA,"F",NA,NA,3.08,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"30",2,10.7,"SL",7.26,NA,NA,NA,NA,2.92,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"31",2,23.3,"SL",5.42,NA,"M",NA,NA,3.47,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"32",2,15.8,"SL",8.89,NA,NA,NA,NA,3.35,"Thailand","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"33",2,15.4,"SL",7.84,NA,NA,NA,NA,3.27,"Philippines","Sampaloc Lake, cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"34",2,21.3,"TL",0.52,-0.42,NA,NA,NA,2.37,"Burkina Faso","Petit Balé reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"35",2,23.8,"SL",3.85,NA,NA,NA,27.6,3.34,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"36",2,56.3,"SL",0.41,NA,NA,NA,NA,3.11,"Nigeria","Lake Kainji","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"37",2,16.9,"SL",7.65,NA,NA,NA,NA,3.34,"Thailand","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"38",2,17.3,"SL",12.65,NA,"M",NA,NA,3.58,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"39",2,54.5,"TL",0.34,NA,NA,NA,NA,3,"Sri Lanka","Kaudulla reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"40",2,25.5,"TL",2.39,NA,"M",NA,19.3,3.19,"Peru","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"41",2,12.3,"SL",6.53,NA,NA,NA,NA,2.99,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"42",2,18.2,"TL",0.58,-0.25,NA,NA,NA,2.28,"Burkina Faso","Ramitenga reservoir","Yes","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"43",2,29.4,"SL",0.59,NA,NA,NA,NA,2.71,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"44",2,11.4,"SL",6.42,NA,NA,NA,NA,2.92,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"45",2,12.7,"SL",12.35,NA,NA,NA,27.6,3.3,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"46",2,23.7,"TL",0.29,-0.81,NA,NA,NA,2.21,"Burkina Faso","Boulmigou reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"47",2,21.9,"SL",4.33,NA,NA,NA,NA,3.32,"Cameroon","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"48",2,61.3,"TL",0.35,NA,NA,NA,NA,3.12,"Kenya","Lake Victoria","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"49",2,17.6,"TL",0.46,-0.62,NA,NA,NA,2.15,"Burkina Faso","Tanguiga reservoir","Yes","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"50",2,56.7,"TL",0.26,NA,NA,NA,NA,2.93,"Nigeria","Opa Reservoir, IleIfe","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"51",2,22.5,"SL",10.46,NA,"M",NA,NA,3.72,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"52",2,17.4,"SL",10.63,NA,NA,NA,27.6,3.51,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"53",2,46.2,"SL",0.55,NA,NA,NA,NA,3.07,"Egypt","Lake Nasser","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"54",2,54.5,"TL",0.43,NA,NA,NA,NA,3.11,"Sri Lanka","Minnerya reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"55",2,10.6,"TL",8.14,NA,NA,NA,NA,2.96,"Thailand","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"56",2,11.8,"SL",4.15,NA,NA,NA,NA,2.76,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"57",2,27.2,"SL",0.5,NA,"F",NA,NA,2.57,"Madagascar","Lake Mantasoa","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"58",2,14.9,"SL",5.69,NA,NA,NA,27.6,3.1,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"59",2,29.7,"TL",0.44,NA,NA,NA,27,2.59,"Kenya","Lake Turkana","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"60",2,15.6,"SL",3,NA,"F",NA,NA,2.86,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"61",2,23.9,"SL",1.88,NA,NA,NA,NA,3.03,"Cote d'Ivoire","cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"62",2,27.1,"SL",0.58,NA,NA,NA,20.2,2.63,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"63",2,28.6,"SL",0.51,NA,"M",NA,NA,2.62,"Madagascar","Lake Mantasoa","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"64",2,25.9,"SL",1.45,NA,NA,NA,NA,2.99,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"65",2,52.1,"SL",0.22,NA,NA,NA,NA,2.77,"Egypt","Lake Nasser","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"66",2,27.9,"",0.44,NA,NA,NA,NA,2.53,"Syria","Lake Beteha","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"67",2,36.8,"SL",0.28,NA,NA,NA,NA,2.58,"Chad","Lake Tchad","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"68",2,22.5,"SL",2.98,NA,"F",NA,NA,3.18,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"69",2,15.6,"SL",10.74,NA,NA,NA,27.6,3.42,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"70",2,21.5,"SL",2.27,NA,NA,NA,NA,3.02,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"71",2,29.9,"SL",2.08,NA,"M",NA,NA,3.27,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"72",2,29.4,"SL",0.29,NA,NA,0.49,20.2,2.41,"Egypt","Lake Manzalla","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"73",2,13.3,"SL",7.09,NA,NA,NA,NA,3.1,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"74",2,22.4,"SL",2.92,NA,NA,NA,NA,3.17,"Philippines","cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"75",2,16.6,"SL",10.94,NA,NA,NA,NA,3.48,"Thailand","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"76",2,57.2,"SL",0.14,NA,"F",NA,NA,2.65,"Madagascar","Lake Itasy","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"77",2,35.7,"TL",0.5,NA,NA,NA,22,2.8,"Ethiopia","Bahir Dar Gulf, Lake Tana","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"78",2,20.8,"SL",6.58,NA,"M",NA,NA,3.45,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"79",2,24.9,"SL",1.57,NA,"F",NA,NA,2.99,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"80",2,24.8,"TL",4.82,NA,NA,NA,28.1,3.47,"Israel","Dor (experimental ponds)","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"81",2,15.8,"TL",0.75,-0.2,NA,NA,NA,2.27,"Burkina Faso","Sourou reservoir","Yes","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"82",2,18.6,"SL",4.22,NA,NA,NA,NA,3.16,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"83",2,15.1,"SL",7.31,NA,"M",NA,NA,3.22,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"84",2,15.7,"SL",7.16,NA,NA,NA,NA,3.25,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"85",2,18.9,"SL",10.67,NA,"M",NA,NA,3.58,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"86",2,15.8,"SL",7.11,NA,NA,NA,NA,3.25,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"87",2,19.3,"SL",4.74,NA,NA,NA,NA,3.25,"Cote d'Ivoire","Lake Kossou, cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"88",2,35.5,"TL",0.48,NA,NA,NA,28,2.78,"Cote d'Ivoire","Lake Ayamé I (Bia Basin) (3° - 3°5' W ; 5°30'' - 6° N)","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"89",2,34.4,"SL",0.45,NA,NA,NA,20.2,2.73,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"90",2,36.9,"SL",0.55,-0.12,"F",NA,NA,2.87,"Egypt","High Dam Lake","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"91",2,35.7,"TL",0.5,NA,"M",NA,NA,2.81,"Israel","Lake Tiberias","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"92",2,13.7,"SL",9.71,NA,NA,NA,NA,3.26,"Thailand","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"93",2,33.3,"TL",0.54,NA,"F",NA,NA,2.78,"Israel","Lake Tiberias","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"94",2,13.2,"SL",6.54,NA,NA,NA,NA,3.06,"Philippines","Sampaloc Lake, cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"95",2,20.6,"SL",5.41,NA,NA,NA,27.6,3.36,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"96",2,32.6,"SL",0.36,NA,NA,NA,20.5,2.58,"Egypt","Noussa Hydrodome","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"97",2,19.1,"SL",6.6,NA,"M",NA,NA,3.38,"Cote d'Ivoire","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"98",2,19,"SL",4.79,NA,"F",NA,NA,3.24,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"99",2,18.9,"SL",2.95,NA,NA,NA,NA,3.02,"Sierra Leone","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"100",2,26.2,"TL",0.7,-0.09,NA,NA,NA,2.68,"Burkina Faso","Kokologho reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"101",2,33.4,"SL",0.23,NA,"M",NA,NA,2.41,"Madagascar","Lake Alaotra","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"102",2,16.3,"SL",9.35,NA,NA,NA,27.6,3.4,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"103",2,30.8,"TL",2.38,NA,NA,NA,NA,3.35,"Philippines","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"104",2,34.7,"SL",0.28,NA,"F",NA,NA,2.52,"Madagascar","Lake Itasy","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"105",2,18.3,"SL",5.88,NA,NA,NA,NA,3.29,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
"106",2,15.3,"SL",10.38,NA,NA,NA,27.6,3.39,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",NA,NA,NA,NA,NA,NA
