"","X","Sex","Wmax","Lmax..cm.","Tmax..y.","Country","Locality","spp","sppid"
"261",3,"unsexed","87.5 kg",NA,NA,"USA","Mullet Lake, 1974","age_size_Acipenser_fulvescens",2591
"262",4,"female","",NA,80,"Canada","Nottaway River, Quebec","age_size_Acipenser_fulvescens",2591
"263",5,"male","",NA,55,"Canada","Nottaway River, Quebec","age_size_Acipenser_fulvescens",2591
"264",6,"unsexed","19.4 kg",150,NA,"Canada","Nottaway River, Quebec","age_size_Acipenser_fulvescens",2591
"265",7,"unsexed","",NA,97,"Canada","St. Lawrence River, Quebec","age_size_Acipenser_fulvescens",2591
"266",8,"unsexed","",NA,82,"USA","Wisconsin","age_size_Acipenser_fulvescens",2591
"267",1,"unsexed","",215,NA,"Iran","Caspian Sea","age_size_Acipenser_gueldenstaedtii",4712
"268",2,"unsexed","115.0 kg",236,NA,"Russia","Caspian, Black and Azov Sea basins.","age_size_Acipenser_gueldenstaedtii",4712
"269",3,"unsexed","10.0 kg",NA,NA,"Hungary","Maconkai Reservoir, 2006","age_size_Acipenser_gueldenstaedtii",4712
"270",4,"unsexed","",235,NA,"Russia","Sea of Azov","age_size_Acipenser_gueldenstaedtii",4712
"271",1,"male","25.7 kg",163,NA,"USA","California, 1975","age_size_Acipenser_medirostris",2592
"272",2,"unsexed","",203,NA,"Canada","Kyuquot  Sound, Vancouver Island","age_size_Acipenser_medirostris",2592
"273",1,"unsexed","25.0 kg",200,NA,NA,"Adriatic Sea","age_size_Acipenser_naccarii",2504
"274",1,"unsexed","",221,NA,"Iran","Caspian Sea","age_size_Acipenser_nudiventris",2505
"275",2,"unsexed","",NA,30,"","Europe","age_size_Acipenser_nudiventris",2505
"276",3,"unsexed","",220,NA,"","Not specified.","age_size_Acipenser_nudiventris",2505
"277",4,"unsexed","30.0 kg",NA,NA,"Former USSR","River Kura","age_size_Acipenser_nudiventris",2505
"278",5,"unsexed","60.0 kg",NA,NA,"Kazakhstan","Ural Delta, 1993","age_size_Acipenser_nudiventris",2505
"279",6,"unsexed","",47,NA,"China","XinJiang Uygua","age_size_Acipenser_nudiventris",2505
"280",1,"unsexed","37.2 kg",NA,NA,"USA","Atlantic coast near Sandy Hook, 1994","age_size_Acipenser_oxyrinchus_oxyrinchus",2593
"281",2,"female","",NA,42,"USA","Hudson River, New York, 1992-95","age_size_Acipenser_oxyrinchus_oxyrinchus",2593
"282",3,"female","",459,NA,"Canada","New Brunswick","age_size_Acipenser_oxyrinchus_oxyrinchus",2593
"283",4,"unsexed","",430,NA,"","not specified","age_size_Acipenser_oxyrinchus_oxyrinchus",2593
"284",5,"unsexed","",219,26,"USA","off central New Jersey coast, 1992-94","age_size_Acipenser_oxyrinchus_oxyrinchus",2593
"285",6,"female","",NA,60,"Canada","St. Lawrence River, Quebec","age_size_Acipenser_oxyrinchus_oxyrinchus",2593
"286",1,"unsexed","",242,NA,"Iran","Caspian Sea","age_size_Acipenser_persicus",9763
"287",2,"unsexed","70.0 kg",228,NA,"","Caspian Sea","age_size_Acipenser_persicus",9763
"288",1,"mixed","6.4 kg",116,36,"Russia","Enisey river","age_size_Acipenser_ruthenus",4604
"289",2,"unsexed","8.0 kg",NA,NA,"Austria","Feistritzer Reservoir, 2002","age_size_Acipenser_ruthenus",4604
"290",3,"unsexed","16.0 kg",125,NA,"Russia","Not specified","age_size_Acipenser_ruthenus",4604
"291",1,"unsexed","190.0 kg",300,60,"","Amur River","age_size_Acipenser_schrenckii",6085
"292",2,"unsexed","56.0 kg",204,38,"Mongolia","Amur River","age_size_Acipenser_schrenckii",6085
"293",3,"unsexed","200.0 kg",300,NA,"China","Heilongjiang Province?Amurr River, China?","age_size_Acipenser_schrenckii",6085
"294",1,"unsexed","",44,NA,"China","Not specified","age_size_Acipenser_sinensis",8762
"295",2,"female","",NA,NA,"China","offshore and rivers which flow out into the seas","age_size_Acipenser_sinensis",8762
"296",3,"male","",NA,NA,"China","offshore and rivers which flow out into the seas","age_size_Acipenser_sinensis",8762
"297",4,"female","410.0 kg",346,33,"China","Yangtze River (below Gezhouba Dam), 1981-82; 1988-89","age_size_Acipenser_sinensis",8762
"298",1,"unsexed","",218,NA,"Iran","Caspian Sea","age_size_Acipenser_stellatus",2065
"299",2,"unsexed","54.0 kg",218,NA,"","Caspian, Black, Asov and Aegean Seas","age_size_Acipenser_stellatus",2065
"300",3,"unsexed","",NA,23,"Romania","Danube, 1997-2000","age_size_Acipenser_stellatus",2065
"301",4,"unsexed","80.0 kg",220,NA,"","Not sepcified.","age_size_Acipenser_stellatus",2065
"302",5,"unsexed","10.0 kg",NA,NA,"Kazakhstan","Ural Delta, 1993","age_size_Acipenser_stellatus",2065
"303",1,"unsexed","26.0 kg",156,100,"Italy","Candia Lomellina, 2001","age_size_Acipenser_sturio",2066
"304",2,"unsexed","",500,NA,"","Europe (not specified).","age_size_Acipenser_sturio",2066
"305",3,"unsexed","1.0 t",600,NA,"","not specified","age_size_Acipenser_sturio",2066
"306",4,"unsexed","177.0 kg",280,NA,"Finland","River Terijoki, 1934","age_size_Acipenser_sturio",2066
"307",5,"unsexed","176.0 kg",NA,NA,"UK","Towey River, 1933","age_size_Acipenser_sturio",2066
"308",1,"unsexed","",NA,30,"USA","California","age_size_Acipenser_transmontanus",2594
"309",2,"unsexed","",NA,104,"","Not given.","age_size_Acipenser_transmontanus",2594
"310",3,"unsexed","816.0 kg",610,NA,"Canada","Not specified.","age_size_Acipenser_transmontanus",2594
"311",1,"unsexed",NA,7,NA,"Global","East Indies","age_size_Acreichthys_radiatus",7974
"312",2,"unsexed",NA,6.5,NA,"Indonesia","locality not specified","age_size_Acreichthys_radiatus",7974
"313",3,"unsexed",NA,7,NA,"Australia","Not specified.","age_size_Acreichthys_radiatus",7974
"314",1,"unsexed",NA,11.5,NA,"Global","East Indies","age_size_Acreichthys_tomentosus",7849
"315",2,"unsexed",NA,11,NA,"Indonesia","locality not specified","age_size_Acreichthys_tomentosus",7849
"316",3,"unsexed",NA,12,NA,"India","not specified.","age_size_Acreichthys_tomentosus",7849
"317",1,"unsexed",NA,NA,6,"Canada","Okanogan River and Wolfe Lake, British Columbia","age_size_Acrocheilus_alutaceus",2741
"318",1,"unsexed",NA,7.74,NA,"Malaysia","Segama","age_size_Acrochordonichthys_rugosus",23304
"319",1,"unsexed",NA,15.1,NA,"Israel","Gulf of Aqaba, 1989","age_size_Acropoma_japonicum",1267
"320",2,"unsexed",NA,10.22,NA,"Japan","Mimase, Kochi","age_size_Acropoma_japonicum",1267
"321",3,"unsexed",NA,9.85,NA,"Australia","Northwest Shelf, 130 km north of Port Hedland","age_size_Acropoma_japonicum",1267
"322",4,"unsexed",NA,14.37,NA,"Vanuatu","not given","age_size_Acropoma_japonicum",1267
"323",5,"unsexed",NA,11.45,NA,"Taiwan","off Kaohsiung, South China Sea","age_size_Acropoma_japonicum",1267
"324",6,"unsexed",NA,9.32,NA,"Philippines","Panay I., Tigbauan, Iloilo","age_size_Acropoma_japonicum",1267
"325",1,"unsexed",NA,13.1,NA,"China","Not specified","age_size_Acrossocheilus_beijiangensis",54946
"326",1,"unsexed",NA,9.2,NA,"China","Not specified","age_size_Acrossocheilus_clivosius",54949
"327",1,"unsexed",NA,13.4,NA,"China","Not specified","age_size_Acrossocheilus_fasciatus",55156
"328",1,"unsexed",NA,14.5,NA,"China","Not specified","age_size_Acrossocheilus_hemispinus",54939
"329",1,"unsexed",NA,17.2,NA,"China","Hainan Island","age_size_Acrossocheilus_iridescens",54948
"330",2,"unsexed",NA,29.7,NA,"China","Not specified","age_size_Acrossocheilus_iridescens",54948
"331",1,"unsexed",NA,15.3,NA,"China","Not specified","age_size_Acrossocheilus_kreyenbergii",55158
"332",1,"unsexed",NA,16,NA,"China","Not specified","age_size_Acrossocheilus_monticola",55155
"333",1,"unsexed",NA,14.9,NA,"China","Not specified","age_size_Acrossocheilus_paradoxus",17291
"334",2,"unsexed",NA,14.2,NA,"Taiwan","Pinglin","age_size_Acrossocheilus_paradoxus",17291
"335",1,"unsexed",NA,11.5,NA,"China","Guangdong Province","age_size_Acrossocheilus_parallens",54938
"336",1,"unsexed",NA,17.3,NA,"China","Guangdong Province","age_size_Acrossocheilus_rendahli",54947
"337",1,"unsexed",NA,12.8,NA,"China","Guangdong Province","age_size_Acrossocheilus_wenchowensis",54940
"338",2,"unsexed",NA,14.3,NA,"China","Not specified","age_size_Acrossocheilus_wenchowensis",54940
"339",1,"unsexed",NA,22.1,NA,"China","Not specified","age_size_Acrossocheilus_yunnanensis",14481
"340",1,"unsexed",NA,1.54,NA,"Global","Western central Atlantic","age_size_Acyrtops_amplicirrus",57913
"341",1,"unsexed",NA,NA,1,"USA","Laboratory aquaria","age_size_Acyrtops_beryllinus",3073
"342",2,"unsexed",NA,2.5,NA,"Global","Western central Atlantic","age_size_Acyrtops_beryllinus",3073
"343",1,"unsexed",NA,3.5,NA,"Global","Western central Atlantic","age_size_Acyrtus_rubiginosus",16677
"344",1,"unsexed",NA,14,NA,"Global","East Indies","age_size_Aeoliscus_strigatus",6503
"345",2,"unsexed",NA,15,NA,"Micronesia","Not specified.","age_size_Aeoliscus_strigatus",6503
"346",1,"unsexed",NA,20,NA,"Global","East Indies","age_size_Aesopia_cornuta",7850
"347",2,"unsexed",NA,17.7,NA,"China","Not specified","age_size_Aesopia_cornuta",7850
"348",3,"unsexed",NA,25,NA,"Indonesia","Not specified.","age_size_Aesopia_cornuta",7850
"349",1,"unsexed",NA,60,NA,"","Asia-Pacific Region","age_size_Aethaloperca_rogaa",6441
"350",2,"unsexed",NA,60,NA,"Global","East Indies","age_size_Aethaloperca_rogaa",6441
"351",3,"unsexed",NA,60,NA,"Global","Indo-West Pacific","age_size_Aethaloperca_rogaa",6441
"352",4,"unsexed",NA,60,NA,"Iran","Oman Sea","age_size_Aethaloperca_rogaa",6441
"353",1,"unsexed",NA,48,NA,"Indonesia","not specified","age_size_Aetobatus_flagellum",8973
"354",1,"unsexed",NA,880,NA,"Philippines","Not specified","age_size_Aetobatus_narinari",1250
"355",2,"unsexed",NA,280,NA,"Iran","Persian Gulf and Oman Sea","age_size_Aetobatus_narinari",1250
"356",3,"unsexed",NA,200,NA,"South Africa","South Africa","age_size_Aetobatus_narinari",1250
"357",1,"unsexed",NA,78,NA,"Indonesia"," not specified","age_size_Aetomylaeus_maculatus",12594
"358",2,"unsexed",NA,70,NA,"Iran","Persian Gulf and Oman Sea","age_size_Aetomylaeus_maculatus",12594
"359",1,"unsexed",NA,58,NA,"Australia","not specified","age_size_Aetomylaeus_nichofii",10120
"360",2,"unsexed",NA,64,NA,"Indonesia","not specified","age_size_Aetomylaeus_nichofii",10120
"361",3,"unsexed",NA,65,NA,"Iran","Persian Gulf and Oman Sea","age_size_Aetomylaeus_nichofii",10120
"362",1,"unsexed",NA,9,NA,"Australia","Denmark and Moore rivers","age_size_Afurcagobius_suppositus",57010
"363",1,"unsexed",NA,63,NA,"Argentina","Puerto Sánchez, Rio Paraná, 1976-77","age_size_Ageneiosus_inermis",47969
"364",1,"unsexed",NA,46,NA,"Argentina","Puerto Sánchez, Rio Paraná, 1976-77; 2002-03","age_size_Ageneiosus_militaris",53698
"365",1,"female",NA,22.4,NA,"Jamaica","Buff Bay, Swift and Yallah rivers","age_size_Agonostomus_monticola",1085
"366",1,"unsexed","15.00 g",NA,NA,"India","Maharashtra","age_size_Ailia_coila",13334
"367",2,"unsexed","",18,NA,"Nepal","None specified","age_size_Ailia_coila",13334
"368",1,"unsexed",NA,2.4,NA,"Global","East Indies","age_size_Aioliops_brachypterus",59224
"369",1,"unsexed",NA,3,NA,"Global","East Indies","age_size_Aioliops_megastigma",59225
"370",2,"unsexed",NA,3,NA,"Indonesia","Not specified.","age_size_Aioliops_megastigma",59225
"371",1,"unsexed",NA,2.3,NA,"Global","East Indies","age_size_Aioliops_novaeguineae",27609
"372",1,"unsexed",NA,4.5,NA,"China","Yunnan Province","age_size_Akysis_brachybarbatus",54773
"373",1,"unsexed",NA,NA,56,NA,"Not given.","age_size_Albatrossia_pectoralis",8435
"374",1,"unsexed",NA,70,NA,"Global","East Indies","age_size_Albula_argentea",58326
"375",1,"unsexed",NA,50.8,NA,"China","Not specified","age_size_Albula_glossodonta",11512
"376",2,"unsexed",NA,70,NA,"French Polynesia","Not specified.","age_size_Albula_glossodonta",11512
"377",1,"unsexed","",70.2,19,"USA","Florida Keys","age_size_Albula_vulpes",228
"378",2,"female","455.40 g",33,20,"Mexico","Guyamas, Sonora (27°54-58'N, 110°57'-111°W), 1998","age_size_Albula_vulpes",228
"379",3,"unsexed","8.6 kg",100,NA,"South Africa","South Africa","age_size_Albula_vulpes",228
"380",4,"unsexed","",35,NA,"","to be filled","age_size_Albula_vulpes",228
"381",1,"unsexed","",15,NA,"Iran","Caspian Sea","age_size_Alburnoides_bipunctatus",4875
"382",2,"unsexed","",9,NA,"","Lake Ohrid","age_size_Alburnoides_bipunctatus",4875
"383",3,"unsexed","",9,NA,"","Lakes Prespa","age_size_Alburnoides_bipunctatus",4875
"384",4,"unsexed","",13,NA,"","not specified","age_size_Alburnoides_bipunctatus",4875
"385",5,"unsexed","15.30 g",12.5,6,"Estonia","Not specified.","age_size_Alburnoides_bipunctatus",4875
"386",6,"male","",NA,4,"Iran","Uzineh qanat (36°50?48? N, 54°29?23? E), central Golestan Province","age_size_Alburnoides_bipunctatus",4875
"387",1,"unsexed",NA,11,NA,"Italy","Adriatic & Tyrrhenian Basin ","age_size_Alburnus_albidus",25774
"388",1,"unsexed","",10,NA,"Italy","Adriatic & Tyrrhenian Basin ","age_size_Alburnus_alburnus",4730
"389",2,"unsexed","",10,NA,"Iran","Caspian Sea","age_size_Alburnus_alburnus",4730
"390",3,"unsexed","100.00 g",23,NA,"Finland","Eastern region","age_size_Alburnus_alburnus",4730
"391",4,"unsexed","",14.5,NA,"","Lake Doiran ","age_size_Alburnus_alburnus",4730
"392",5,"female","",14.9,7,"Greece","Lake Koronia (1986-1988)","age_size_Alburnus_alburnus",4730
"393",6,"male","",11.6,4,"Greece","Lake Koronia (1986-1988)","age_size_Alburnus_alburnus",4730
"394",7,"mixed","",14.9,7,"Greece","Lake Koronia (1986-1988)","age_size_Alburnus_alburnus",4730
"395",8,"unsexed","",15.8,5,"","Lake Skadar & Ohrid basin ","age_size_Alburnus_alburnus",4730
"396",9,"unsexed","",30,NA,"Greece","Lake Volvi & Koronia","age_size_Alburnus_alburnus",4730
"397",1,"female",NA,22,8,"Greece","Lake Mikri Prespa (1990-1991)","age_size_Alburnus_belvica",25857
"398",2,"male",NA,13.6,4,"Greece","Lake Mikri Prespa (1990-1991)","age_size_Alburnus_belvica",25857
"399",3,"mixed",NA,22,8,"Greece","Lake Mikri Prespa (1990-1991)","age_size_Alburnus_belvica",25857
"400",4,"unsexed",NA,16,NA,"","Lakes Prespa ","age_size_Alburnus_belvica",25857
"401",1,"unsexed","",40,NA,"","Caspian basin (west & south)","age_size_Alburnus_chalcoides",5473
"402",2,"unsexed","",36,NA,"Iran","Caspian Sea","age_size_Alburnus_chalcoides",5473
"403",3,"unsexed","1.3 kg",NA,NA,"Germany","Danube River, 1963","age_size_Alburnus_chalcoides",5473
"404",4,"unsexed","",18,NA,"Bulgaria","Lake Mandras drainage","age_size_Alburnus_chalcoides",5473
"405",5,"mixed","",23.7,8,"Greece","Lake Vistonis (1983)","age_size_Alburnus_chalcoides",5473
"406",6,"male","",20,6,"Greece","Lake Vistonis (1983)","age_size_Alburnus_chalcoides",5473
"407",7,"female","",23.7,8,"Greece","Lake Vistonis (1983)","age_size_Alburnus_chalcoides",5473
"408",8,"male","",19.4,7,"Greece","Lake Volvi (1983)","age_size_Alburnus_chalcoides",5473
"409",9,"female","",22.5,8,"Greece","Lake Volvi (1983)","age_size_Alburnus_chalcoides",5473
"410",10,"mixed","",22.5,8,"Greece","Lake Volvi (1983)","age_size_Alburnus_chalcoides",5473
"411",11,"unsexed","",9,NA,"","Lower Danube (Romania, Bulgaria)","age_size_Alburnus_chalcoides",5473
"412",12,"unsexed","",35,9,"","Not given.","age_size_Alburnus_chalcoides",5473
"413",13,"unsexed","",21,NA,"","Resowska & Veleka drainages","age_size_Alburnus_chalcoides",5473
"414",14,"unsexed","",18,NA,"Turkey","Sea of Marmara basin to Black Sea basin ","age_size_Alburnus_chalcoides",5473
"415",15,"unsexed","",13,5,"","Streams on Crimea ","age_size_Alburnus_chalcoides",5473
"416",16,"unsexed","",40,NA,"","Subalpine Lakes in Danube drainage","age_size_Alburnus_chalcoides",5473
"417",1,"unsexed",NA,16,NA,"Iran","Caspian Sea","age_size_Alburnus_filippii",48173
"418",1,"unsexed",NA,15,3,NA,"Kuma to Artek drainages","age_size_Alburnus_hohenackeri",48172
"419",1,"unsexed",NA,44,NA,"Global","North Pacific Ocean","age_size_Alcichthys_elongatus",61290
"420",1,"unsexed",NA,10,NA,"Kenya","Lake Magadi","age_size_Alcolapia_alcalicus",2034
"421",1,"unsexed",NA,20,NA,"Kenya","Lake Nakuru","age_size_Alcolapia_grahami",2033
"422",1,"unsexed","950.00 g",40,NA,"Australia","southern coasts","age_size_Aldrichetta_forsteri",12938
"423",1,"unsexed",NA,21.3,NA,"Philippines","off Batangas and Mindoro, off SW Luzon","age_size_Aldrovandia_phalacra",9012
"424",1,"unsexed","",130,NA,"Global","East Indies","age_size_Alectis_ciliaris",988
"425",2,"unsexed","",150,NA,"Somalia","unspecified","age_size_Alectis_ciliaris",988
"426",3,"unsexed","22.9 kg",NA,NA,"Global","unspecified","age_size_Alectis_ciliaris",988
"427",1,"unsexed","",150,NA,"Global","East Indies","age_size_Alectis_indicus",10
"428",2,"unsexed","",103,NA,"","Gulf of Aden, 1983-87","age_size_Alectis_indicus",10
"429",3,"unsexed","25.0 kg",NA,NA,"Christmas I.","Indian Ocean","age_size_Alectis_indicus",10
"430",4,"unsexed","",165,NA,"Global","Indo-Pacific and Carribean including Red Sea","age_size_Alectis_indicus",10
"431",5,"unsexed","",150,NA,"Iran","Persian Gulf and Oman Sea.","age_size_Alectis_indicus",10
"432",6,"unsexed","",100,NA,"","to be filled","age_size_Alectis_indicus",10
"433",1,"unsexed","",33,NA,"Global","East Indies","age_size_Alepes_djedaba",1889
"434",2,"unsexed","",29,NA,"Iran","Persian Gulf and Oman Sea","age_size_Alepes_djedaba",1889
"435",3,"unsexed","124.00 g",NA,NA,"Global","unspecified","age_size_Alepes_djedaba",1889
"436",4,"unsexed","",40,NA,"Global","unspecified","age_size_Alepes_djedaba",1889
"437",1,"unsexed",NA,16,NA,"Iran","Strait of Hormuz and the Sea of Oman","age_size_Alepes_kleinii",1903
"438",1,"unsexed",NA,21,NA,"Iran","Persian Gulf and Oman Sea","age_size_Alepes_melanoptera",1890
"439",1,"unsexed",NA,56,NA,"Global","East Indies","age_size_Alepes_vari",1891
"440",2,"unsexed",NA,56,NA,"Somalia","unspecified","age_size_Alepes_vari",1891
"441",1,"unsexed","4.5 kg",46,NA,"USA","California current","age_size_Alepisaurus_ferox",99
"442",2,"unsexed","9.0 kg",167,NA,"Mauritius","Not given","age_size_Alepisaurus_ferox",99
"443",3,"unsexed","",72.3,NA,"China","Not specified","age_size_Alepisaurus_ferox",99
"444",1,"unsexed",NA,28.4,NA,"Canada","Sable Island","age_size_Alepocephalus_agassizii",9171
"445",1,"unsexed",NA,55.4,NA,"Canada","Scotian Shelf","age_size_Alepocephalus_bairdii",230
"446",2,"mixed",NA,93,38,"France","Southern Brittany, 1995-97","age_size_Alepocephalus_bairdii",230
"447",1,"unsexed",NA,45,23,"Spain","Catalan Sea, NW Mediterranean (38°45'N to 42°00'N), 1991-94","age_size_Alepocephalus_rostratus",5071
"448",2,"female",NA,45,NA,"","off coast of West Africa","age_size_Alepocephalus_rostratus",5071
"449",3,"male",NA,42,NA,"","off coast of West Africa","age_size_Alepocephalus_rostratus",5071
"450",1,"male","",28,NA,"Chad","Chad","age_size_Alestes_baremoze",2405
"451",2,"female","440.00 g",32,NA,"Chad","Chari","age_size_Alestes_baremoze",2405
"452",3,"female","",28,NA,"Cote d'Ivoire","Côte d'Ivoire","age_size_Alestes_baremoze",2405
"453",4,"male","",26,NA,"Cote d'Ivoire","Côte d'Ivoire","age_size_Alestes_baremoze",2405
"454",5,"female","",30,NA,"Nigeria","Lake Kainji","age_size_Alestes_baremoze",2405
"455",6,"male","",23.9,NA,"Nigeria","Lake Kainji","age_size_Alestes_baremoze",2405
"456",7,"female","237.00 g",27,NA,"Niger","Middle Niger","age_size_Alestes_baremoze",2405
"457",8,"male","170.00 g",25,NA,"Niger","Middle Niger","age_size_Alestes_baremoze",2405
"458",9,"unsexed","",27,6,"Mali","Middle Niger","age_size_Alestes_baremoze",2405
"459",1,"female",NA,33.1,NA,"Nigeria","Lake Kainji","age_size_Alestes_dentex",5229
"460",2,"male",NA,27.8,NA,"Nigeria","Lake Kainji","age_size_Alestes_dentex",5229
"461",3,"unsexed",NA,36,7,"Mali","Middle Niger","age_size_Alestes_dentex",5229
"462",1,"unsexed",NA,15.3,NA,"Global","East Indies","age_size_Allenbatrachus_grunniens",6391
"463",2,"unsexed",NA,30,NA,"India","Not specified","age_size_Allenbatrachus_grunniens",6391
"464",1,"unsexed",NA,15.3,NA,"Global","East Indies","age_size_Allenbatrachus_reticulatus",50449
"465",2,"unsexed",NA,11,NA,"Global","Indo-Pacific","age_size_Allenbatrachus_reticulatus",50449
"466",1,"unsexed","",45.5,153,"New Zealand","Chatham Rise and Puysegur-Snares","age_size_Allocyttus_niger",12962
"467",2,"unsexed","",40,NA,"New Zealand","not stated","age_size_Allocyttus_niger",12962
"468",3,"unsexed","1.5 kg",47,100,"Australia","Tasmanian waters","age_size_Allocyttus_niger",12962
