"","Linf","length_type","K","t0","sex","temp","Lm","","omega","country","locality","questionable","captive","NA","NA"
"9225",175,"FL",0.39,NA,"",NA,NA,NA,4.08,"","Western Central Pacific","No","No","Thunnus_albacares",143
"9226",176,"FL",0.55,NA,"",NA,NA,NA,4.23,"","Equatorial Western Central Pacific","No","No","Thunnus_albacares",143
"9227",180.9,"FL",0.29,0,"",NA,NA,NA,3.98,"","Western Pacific","No","No","Thunnus_albacares",143
"9228",182,"FL",0.44,NA,"",NA,26.6,NA,4.17,"Congo","off Pointe Noire","No","No","Thunnus_albacares",143
"9229",182,"FL",0.43,NA,"",NA,22,NA,4.15,"Senegal","","No","No","Thunnus_albacares",143
"9230",186,"FL",0.76,NA,"",NA,NA,NA,4.42,"","Eastern Pacific","No","No","Thunnus_albacares",143
"9231",187,"FL",0.15,-0.34,"",NA,20,NA,3.73,"Senegal","","No","No","Thunnus_albacares",143
"9232",190,"FL",0.45,NA,"",0.8,25,NA,4.21,"Hawaii","","No","No","Thunnus_albacares",143
"9233",190,"FL",0.33,0,"",NA,NA,NA,4.08,"","Western Pacific","No","No","Thunnus_albacares",143
"9234",191,"FL",0.33,-1.02,"",NA,22,NA,4.08,"Japan","","No","No","Thunnus_albacares",143
"9235",192,"NG",0.37,NA,"",NA,22,NA,4.13,"Japan","","No","No","Thunnus_albacares",143
"9236",192.4,"FL",0.37,NA,"",NA,NA,NA,4.14,"","Central Atlantic","No","No","Thunnus_albacares",143
"9237",194,"FL",0.16,NA,"",0.25,25,NA,3.79,"South Africa","Southern Africa for growth; M for the Indian Ocean","No","No","Thunnus_albacares",143
"9238",195,"FL",0.42,NA,"",NA,26,NA,4.2,"","Eastern Atlantic","No","No","Thunnus_albacares",143
"9239",195.2,"FL",0.36,0.27,"",NA,NA,NA,4.14,"","Western Pacific","No","No","Thunnus_albacares",143
"9240",196.5,"FL",0.47,0.85,"",NA,NA,NA,4.26,"","Eastern Atlantic","No","No","Thunnus_albacares",143
"9241",202.1,"FL",0.28,NA,"M",NA,NA,NA,4.05,"","Western Pacific","No","No","Thunnus_albacares",143
"9242",205,"FL",0.13,-4.12,"",NA,26.6,NA,3.74,"Nigeria","Gulf of Guinea","No","No","Thunnus_albacares",143
"9243",207,"FL",0.32,NA,"",NA,22,NA,4.13,"Senegal","","No","No","Thunnus_albacares",143
"9244",226,"FL",0.24,NA,"",NA,25,NA,4.09,"Senegal","Dakar to Pointe Noire","Yes","No","Thunnus_albacares",143
"9245",228,"FL",0.12,NA,"F",NA,22,NA,3.78,"Mauritania","","No","No","Thunnus_albacares",143
"9246",229,"FL",0.28,NA,"",NA,26.6,NA,4.16,"Nigeria","Gulf of Guinea","No","No","Thunnus_albacares",143
"9247",230.8,"FL",0.27,-0.08,"",NA,NA,NA,4.15,"Brazil","Northeastern region","No","No","Thunnus_albacares",143
"9248",231,"FL",0.27,NA,"",NA,NA,NA,4.15,"","Western Equatorial Atlantic","No","No","Thunnus_albacares",143
"9249",55.9,"",0.4,-1.77,NA,NA,20,NA,3.1,"Cuba","Southwestern region","No","No","Thunnus_atlanticus",144
"9250",71.4,"FL",0.73,-0.22,NA,NA,27,NA,3.57,"Martinique","western coast","No","No","Thunnus_atlanticus",144
"9251",78,"FL",0.33,-1.57,NA,0.67,26,NA,3.3,"Cuba","Occidental","No","No","Thunnus_atlanticus",144
"9252",90,"FL",0.22,-1.5,NA,NA,25,NA,3.24,"USA","Florida","No","No","Thunnus_atlanticus",144
"9253",91,"FL",0.62,-0.22,NA,NA,NA,NA,3.71,"Brazil","Northeastern region","No","No","Thunnus_atlanticus",144
"9254",210,"FL",0.18,NA,NA,NA,17,NA,3.91,"Australia","Great Australian Bight and south Western Australia","No","No","Thunnus_maccoyii",145
"9255",220,"FL",0.14,NA,NA,0.47,17,119,3.83,"Australia","","No","No","Thunnus_maccoyii",145
"9256",220,"FL",0.15,NA,NA,NA,17,NA,3.86,"Australia","","No","No","Thunnus_maccoyii",145
"9257",222,"FL",0.14,NA,NA,0.24,17,119,3.84,"Australia","38°S 155°E","No","No","Thunnus_maccoyii",145
"9258",271,"FL",0.11,NA,NA,NA,17,NA,3.89,"Australia","Great Australian Bight and south Western Australia","No","No","Thunnus_maccoyii",145
"9259",169,"FL",0.61,NA,"",NA,18,NA,4.24,"Mexico","Eastern tropical Pacific","Yes","No","Thunnus_obesus",146
"9260",180,"FL",0.08,NA,"",NA,NA,NA,3.39,"","Western and Central Pacific","No","No","Thunnus_obesus",146
"9261",182,"FL",0.25,NA,"",NA,23,NA,3.92,"","Western tropical Pacific","No","No","Thunnus_obesus",146
"9262",187,"FL",0.38,NA,"",NA,23,120,4.12,"French Polynesia","10°S 115°W, Eastern Pacific Ocean","No","No","Thunnus_obesus",146
"9263",195,"FL",0.11,-1.13,"",NA,18,NA,3.61,"Japan","North Pacific current 28-40°N","No","No","Thunnus_obesus",146
"9264",196,"FL",0.17,NA,"F",NA,25,NA,3.81,"Hawaii","Central Pacific (Hawaiian Longlines)","No","No","Thunnus_obesus",146
"9265",203,"FL",0.21,NA,"",NA,NA,NA,3.94,"","Northwest Pacific","No","No","Thunnus_obesus",146
"9266",219,"NG",0.23,NA,"",0.39,20,NA,4.04,"","Central Atlantic","No","No","Thunnus_obesus",146
"9267",222,"FL",0.18,NA,"",NA,25,NA,3.96,"Hawaii","Central & Western Pacific","No","No","Thunnus_obesus",146
"9268",222,"FL",0.11,NA,"M",NA,25,NA,3.75,"Hawaii","Central Pacific (Hawaiian Longlines)","No","No","Thunnus_obesus",146
"9269",236,"FL",0.13,NA,"",NA,12.5,130,3.84,"","Pacific","No","No","Thunnus_obesus",146
"9270",269,"FL",0.27,NA,"",NA,NA,NA,4.29,"","South-west Pacific","No","No","Thunnus_obesus",146
"9271",296.5,"",0.09,-1.34,"",NA,NA,NA,3.92,"","","No","No","Thunnus_obesus",146
"9272",219,"FL",0.21,NA,NA,NA,NA,NA,4.01,"New Zealand","New Zealand waters","No","No","Thunnus_orientalis",14290
"9273",320.5,"FL",0.1,-0.7,NA,NA,NA,NA,4.03,"New Zealand","New Zealand","No","No","Thunnus_orientalis",14290
"9274",218,"FL",0.16,-1.12,"",0.1,20,NA,3.89,"USA","Growth: Northeastern USA; M for Gulf of Mexico","No","No","Thunnus_thynnus",147
"9275",266,"NG",0.17,NA,"F",NA,15,NA,4.08,"USA","West Atlantic","No","No","Thunnus_thynnus",147
"9276",270,"FL",0.6,NA,"",NA,12,NA,4.64,"Germany","North Sea","Yes","No","Thunnus_thynnus",147
"9277",278,"NG",0.17,NA,"M",NA,15,NA,4.12,"USA","West Atlantic","No","No","Thunnus_thynnus",147
"9278",298.5,"FL",0.24,-0.32,"",NA,NA,NA,4.33,"Algeria","","Yes","No","Thunnus_thynnus",147
"9279",313,"NG",0.12,NA,"",NA,15,NA,4.07,"USA","Northwest Atlantic","No","No","Thunnus_thynnus",147
"9280",315.5,"FL",0.09,-1.22,"",NA,NA,NA,3.93,"Turkey","Aegean Sea","No","No","Thunnus_thynnus",147
"9281",318,"FL",0.09,-0.3,"",NA,15,NA,3.96,"USA","Long Island, New York","No","No","Thunnus_thynnus",147
"9282",319,"FL",0.09,-0.97,"",NA,13,NA,3.98,"France","Northeast Atlantic","No","No","Thunnus_thynnus",147
"9283",319,"",0.09,-0.09,"",NA,NA,NA,3.96,"","Mediterranean, Black Sea and Azov Sea (all GSA)","No","No","Thunnus_thynnus",147
"9284",320,"",0.15,-0.86,"",NA,18,NA,4.19,"Japan","North Pacific Ocean","No","No","Thunnus_thynnus",147
"9285",320,"FL",0.13,NA,"",NA,18,NA,4.13,"Taiwan","","No","No","Thunnus_thynnus",147
"9286",330,"FL",0.1,-0.37,"",0.18,19.5,97.5,4.01,"Tunisia","","No","No","Thunnus_thynnus",147
"9287",351,"FL",0.08,NA,"",0.18,18,NA,3.99,"France","Mediterranean coast","No","No","Thunnus_thynnus",147
"9288",372,"NG",0.07,NA,"",NA,16,NA,3.99,"France","Western Mediterranean and Bay of Biscay","No","No","Thunnus_thynnus",147
"9289",372,"NG",0.07,NA,"",NA,17.5,NA,3.99,"Spain","East Atlantic","No","No","Thunnus_thynnus",147
"9290",373,"FL",0.07,-1.76,"",NA,NA,NA,3.99,"Italy","Ionian, South Adriati and South Tyrrhenian seas","No","No","Thunnus_thynnus",147
"9291",384,"FL",0.06,-2.52,"",NA,17.5,NA,3.97,"Spain","off Barbate","No","No","Thunnus_thynnus",147
"9292",389,"FL",0.07,-1.6,"",NA,9,NA,4.01,"UK","European Waters","No","No","Thunnus_thynnus",147
"9293",395,"FL",0.06,NA,"",0.18,18.2,NA,3.97,"Italy","","No","No","Thunnus_thynnus",147
"9294",419,"FL",0.06,-1.92,"",NA,11,NA,3.99,"France","Bay of Biscay","No","No","Thunnus_thynnus",147
"9295",445.6,"FL",0.05,-1.98,"",NA,NA,NA,4.01,"France","","No","No","Thunnus_thynnus",147
"9296",447.9,"",0.05,-1.59,"",NA,NA,NA,4.03,"","","No","No","Thunnus_thynnus",147
"9297",455.9,"FL",0.05,-1.61,"",NA,NA,NA,4.03,"Italy","S. Tyrrhenian Sea","No","No","Thunnus_thynnus",147
"9298",468,"FL",0.05,NA,"",NA,15,NA,4.04,"USA","Cape Cod - Long Island","No","No","Thunnus_thynnus",147
"9299",99.7,"FL",0.23,-1.5,NA,NA,NA,NA,3.36,"Australia","Arafura Sea and Gulf of Carpentaria;  along Queensland to Iluka, NSW","No","No","Thunnus_tonggol",148
"9300",110,"FL",0.32,NA,NA,NA,27,NA,3.59,"Australia","Northern coast","No","No","Thunnus_tonggol",148
"9301",30.8,"TL",0.38,0.49,NA,NA,NA,NA,2.56,"Russia","Enisey river","No","No","Thymallus_arcticus_arcticus",2693
"9302",36.7,"FL",0.19,-1.01,NA,NA,NA,NA,2.41,"Alaska","Piledriver Slough","No","No","Thymallus_arcticus_arcticus",2693
"9303",37.5,"FL",0.19,-1.01,NA,NA,NA,NA,2.43,"Alaska","Chatanika","No","No","Thymallus_arcticus_arcticus",2693
"9304",40.1,"FL",0.47,0.85,NA,NA,NA,NA,2.88,"Alaska","Fish River, Seward Peninsula, 1988;1990-91","No","No","Thymallus_arcticus_arcticus",2693
"9305",40.3,"FL",0.41,1.1,NA,NA,NA,NA,2.82,"Alaska","Niukluk River, Seward Peninsula","Yes","No","Thymallus_arcticus_arcticus",2693
"9306",46.8,"TL",0.24,NA,NA,NA,NA,NA,2.71,"Russia","Baikal Lake (White)","No","No","Thymallus_arcticus_arcticus",2693
"9307",46.9,"FL",0.2,0.04,NA,NA,NA,NA,2.64,"Alaska","Fielding Lake","No","No","Thymallus_arcticus_arcticus",2693
"9308",46.9,"FL",0.46,1.2,NA,NA,NA,NA,3.01,"Alaska","Sinuk River, Seward Peninsula","Yes","No","Thymallus_arcticus_arcticus",2693
"9309",48.9,"FL",0.16,-0.42,NA,NA,NA,NA,2.58,"Alaska","Salcha River","No","No","Thymallus_arcticus_arcticus",2693
"9310",49.8,"TL",0.14,NA,NA,NA,NA,NA,2.54,"","Western Siberia","No","No","Thymallus_arcticus_arcticus",2693
"9311",53.8,"FL",0.1,-1.72,NA,NA,NA,NA,2.46,"Alaska","Chena River","No","No","Thymallus_arcticus_arcticus",2693
"9312",54.1,"FL",0.23,0.31,NA,NA,NA,NA,2.83,"Alaska","Nome River, Seward Peninsula, 1988;1991","No","No","Thymallus_arcticus_arcticus",2693
"9313",54.7,"FL",0.14,-1.3,NA,NA,NA,NA,2.62,"Alaska","Pilgrim River, Seward Peninsula, 1988; 1990-91","No","No","Thymallus_arcticus_arcticus",2693
"9314",55.6,"TL",0.19,NA,NA,NA,NA,NA,2.76,"Russia","Baikal Lake (Black)","No","No","Thymallus_arcticus_arcticus",2693
"9315",56.6,"FL",0.15,-0.72,NA,NA,NA,NA,2.68,"Alaska","Snake River, Seward Peninsula","No","No","Thymallus_arcticus_arcticus",2693
"9316",57.4,"FL",0.12,-0.87,NA,NA,NA,NA,2.6,"Alaska","Kuzitrin River, Seward Peninsula","No","No","Thymallus_arcticus_arcticus",2693
"9317",40,"TL",0.29,NA,NA,NA,NA,NA,2.66,"Mongolia","(northwestern)","No","No","Thymallus_brevirostris",4643
"9318",33.9,"TL",0.41,NA,"",NA,NA,NA,2.68,"UK Scotland","Douglas Waters","No","No","Thymallus_thymallus",4605
"9319",37.5,"NG",0.21,-0.08,"",NA,4,NA,2.48,"Russia","Kanin Peninsula","No","No","Thymallus_thymallus",4605
"9320",40.7,"TL",0.4,NA,"",NA,NA,NA,2.82,"Finland","River Isojoki","No","No","Thymallus_thymallus",4605
"9321",42.9,"TL",0.36,NA,"",NA,NA,NA,2.82,"Finland","Lake Pielinen","No","No","Thymallus_thymallus",4605
"9322",43.2,"TL",0.17,NA,"",0.31,NA,NA,2.5,"Russia","`European waters'","No","No","Thymallus_thymallus",4605
"9323",43.3,"TL",0.3,NA,"",NA,NA,NA,2.75,"Finland","River Nukkumajoki","No","No","Thymallus_thymallus",4605
"9324",45,"TL",0.26,NA,"",NA,NA,NA,2.72,"UK Scotland","River Gryfe","No","No","Thymallus_thymallus",4605
"9325",58.2,"TL",0.16,NA,"",NA,NA,NA,2.73,"Finland","Lake Harrijärvi","No","No","Thymallus_thymallus",4605
"9326",59.4,"TL",0.27,NA,"",NA,NA,NA,2.97,"Finland","Lake Iso-Saimaa","No","No","Thymallus_thymallus",4605
"9327",61.4,"TL",0.14,NA,"",NA,NA,NA,2.73,"Finland","River Kemihaara","No","No","Thymallus_thymallus",4605
"9328",63.6,"",0.13,NA,"",NA,NA,NA,2.72,"Finland","River Kuusinkijoki","No","No","Thymallus_thymallus",4605
"9329",65.5,"",0.09,-2.31,"F",NA,NA,NA,2.59,"Finland","River Tornion-Muonionjoki","No","No","Thymallus_thymallus",4605
"9330",67.2,"TL",0.2,NA,"",NA,9,NA,2.95,"Finland","Ulkokrunni, Gulf of Bothnia, Baltic Sea","No","No","Thymallus_thymallus",4605
"9331",68.3,"TL",0.15,NA,"",NA,NA,NA,2.84,"Finland","Lake Inari","No","No","Thymallus_thymallus",4605
"9332",69.6,"",0.09,-2.65,"M",NA,NA,NA,2.65,"Finland","River Tornion-Muonionjoki","No","No","Thymallus_thymallus",4605
"9333",72,"TL",0.12,NA,"",NA,NA,NA,2.8,"Finland","River Lätäseno","No","No","Thymallus_thymallus",4605
"9334",25.8,"FL",0.36,-0.07,NA,NA,NA,NA,2.38,"Russia","Limuri","No","No","Thymallus_tugarinae",63284
"9335",28.8,"FL",0.22,-0.21,NA,NA,NA,NA,2.26,"Russia","Kur","No","No","Thymallus_tugarinae",63284
"9336",30.5,"",0.3,-0.28,NA,NA,NA,NA,2.45,"Russia","Anyui River, lower course","No","No","Thymallus_tugarinae",63284
"9337",34.6,"FL",0.26,-0.07,NA,NA,NA,NA,2.49,"Russia","Bikin (170 km from mouth)","No","No","Thymallus_tugarinae",63284
"9338",36.4,"FL",0.23,-0.43,NA,NA,NA,NA,2.48,"Russia","Anyui River, middle course","No","No","Thymallus_tugarinae",63284
"9339",91,"FL",0.42,-0.25,NA,0.44,15,NA,3.54,"Australia","Eastern Tasmania","No","No","Thyrsites_atun",489
"9340",19.6,"SL",0.69,NA,NA,NA,28,NA,2.42,"Sierra Leone","Taia River","No","No","Tilapia_brevimanus",2483
"9341",11,"SL",8.39,NA,"",NA,NA,NA,3.01,"Cote d'Ivoire","Ebrié lagoon","No","Yes","Tilapia_guineensis",2488
"9342",16.2,"SL",1.93,NA,"F",NA,NA,NA,2.71,"Cote d'Ivoire","cages","No","Yes","Tilapia_guineensis",2488
"9343",16.6,"SL",1.76,NA,"M",NA,NA,NA,2.68,"Cote d'Ivoire","Ebrié lagoon","No","Yes","Tilapia_guineensis",2488
"9344",16.8,"SL",1.39,NA,"F",NA,NA,NA,2.59,"Cote d'Ivoire","Ebrié lagoon","No","Yes","Tilapia_guineensis",2488
"9345",17.4,"SL",1.22,NA,"F",NA,NA,NA,2.57,"Cote d'Ivoire","cages","No","Yes","Tilapia_guineensis",2488
"9346",18,"SL",1.31,NA,"",NA,NA,NA,2.63,"Cote d'Ivoire","Ebrié lagoon","No","Yes","Tilapia_guineensis",2488
"9347",18.2,"SL",2.15,NA,"M",NA,NA,NA,2.85,"Cote d'Ivoire","cages","No","Yes","Tilapia_guineensis",2488
"9348",18.5,"SL",3,NA,"M",NA,NA,NA,3.01,"Cote d'Ivoire","cages","No","Yes","Tilapia_guineensis",2488
"9349",20.7,"TL",0.85,NA,"",NA,28,NA,2.56,"Nigeria","Lagos Lagoon","No","No","Tilapia_guineensis",2488
"9350",21.1,"SL",0.96,NA,"",NA,NA,NA,2.63,"Cote d'Ivoire","Ebrié lagoon","No","Yes","Tilapia_guineensis",2488
"9351",26.5,"TL",0.48,NA,"",NA,NA,NA,2.52,"Nigeria","","No","No","Tilapia_guineensis",2488
"9352",22.1,"TL",0.46,NA,NA,NA,NA,NA,2.35,"Nigeria",NA,"No","No","Tilapia_mariae",2489
"9353",13.1,"SL",3.79,NA,"",NA,NA,NA,2.81,"Uganda","ponds","No","Yes","Tilapia_rendalli",1397
"9354",13.8,"SL",3.19,NA,"",NA,NA,NA,2.78,"Zambia","ponds","No","Yes","Tilapia_rendalli",1397
"9355",20.8,"TL",1.1,NA,"",NA,NA,NA,2.68,"Zambia","Lake Bangweulu","No","No","Tilapia_rendalli",1397
"9356",21.7,"SL",0.62,NA,"",NA,NA,NA,2.46,"Zambia","ponds","No","Yes","Tilapia_rendalli",1397
"9357",21.8,"SL",0.53,NA,"F",NA,NA,NA,2.4,"Madagascar","Lake Itasy","No","No","Tilapia_rendalli",1397
"9358",22.5,"SL",0.67,NA,"M",NA,NA,NA,2.53,"Madagascar","Lake Itasy","No","No","Tilapia_rendalli",1397
"9359",24.3,"SL",0.48,NA,"M",NA,NA,NA,2.45,"Zambia","Barotse Flats","No","No","Tilapia_rendalli",1397
"9360",24.4,"SL",0.32,NA,"F",NA,NA,NA,2.29,"Madagascar","Lake Alaotra","No","No","Tilapia_rendalli",1397
"9361",24.9,"SL",0.5,NA,"F",NA,NA,NA,2.49,"Madagascar","Lake Mantasoa","No","No","Tilapia_rendalli",1397
"9362",26.3,"SL",0.46,NA,"F",0.62,NA,NA,2.5,"Zambia","Kafue Flats","No","No","Tilapia_rendalli",1397
"9363",26.5,"SL",0.31,NA,"M",NA,NA,NA,2.34,"South Africa","Doorndrai Dam","No","No","Tilapia_rendalli",1397
"9364",27.2,"SL",0.53,NA,"M",NA,NA,NA,2.59,"Madagascar","Lake Mantasoa","No","No","Tilapia_rendalli",1397
"9365",27.8,"SL",0.47,NA,"F",NA,NA,NA,2.56,"Zambia","Kafue Flats","No","No","Tilapia_rendalli",1397
"9366",29.1,"SL",0.75,NA,"",NA,NA,NA,2.8,"Zambia","Barotse Flats","No","No","Tilapia_rendalli",1397
"9367",30.1,"SL",0.52,NA,"M",NA,NA,NA,2.68,"Madagascar","Lake Alaotra","No","No","Tilapia_rendalli",1397
"9368",33.1,"SL",0.23,NA,"F",NA,NA,NA,2.4,"South Africa","Incomati Limpopo","No","No","Tilapia_rendalli",1397
"9369",33.9,"SL",0.19,NA,"",NA,NA,NA,2.34,"Zambia","ponds","No","Yes","Tilapia_rendalli",1397
"9370",35.5,"TL",0.85,NA,"",NA,23.5,NA,3.03,"Zambia","Bangweulu swamps","No","No","Tilapia_rendalli",1397
"9371",39.9,"SL",0.13,NA,"F",NA,NA,NA,2.31,"Zambia","Barotse Flats","No","No","Tilapia_rendalli",1397
"9372",40,"SL",0.14,NA,"",NA,NA,NA,2.34,"Zimbabwe","Lake Kariba","No","No","Tilapia_rendalli",1397
"9373",40.2,"SL",0.18,NA,"F",NA,NA,NA,2.46,"South Africa","Doorndrai Dam","No","No","Tilapia_rendalli",1397
"9374",41.1,"SL",0.16,NA,"M",NA,NA,NA,2.42,"South Africa","Incomati Limpopo","No","No","Tilapia_rendalli",1397
"9375",47,"TL",0.78,NA,"",NA,NA,NA,3.24,"Botswana","Okavango Delta","No","No","Tilapia_rendalli",1397
"9376",48.5,"TL",0.15,NA,"",NA,20,NA,2.53,"Zimbabwe","Lake Kariba","No","No","Tilapia_rendalli",1397
"9377",12.5,"TL",1.09,NA,NA,NA,NA,NA,2.23,"Zambia","Lake Bangweulu","No","No","Tilapia_sparrmanii",4719
"9378",14,"TL",1.35,NA,NA,NA,23.5,NA,2.42,"Zambia","Bangweulu swamps","No","No","Tilapia_sparrmanii",4719
"9379",14.7,"TL",0.45,NA,NA,NA,NA,NA,1.98,"South Africa","Incomati-Limpopo AS","No","No","Tilapia_sparrmanii",4719
"9380",15,"SL",3.43,NA,"",NA,NA,NA,2.89,"Tanzania","ponds","No","Yes","Tilapia_zillii",1390
"9381",15.5,"SL",0.51,NA,"",NA,NA,NA,2.09,"Egypt","ponds","No","Yes","Tilapia_zillii",1390
"9382",17,"SL",0.66,NA,"",NA,NA,NA,2.28,"Egypt","Lake Qarun","No","No","Tilapia_zillii",1390
"9383",18.9,"SL",0.39,NA,"",0.62,NA,NA,2.14,"Syria","Lake Beteha","No","No","Tilapia_zillii",1390
"9384",21.1,"TL",0.66,NA,"F",NA,NA,13.5,2.47,"Egypt","","No","No","Tilapia_zillii",1390
"9385",21.9,"SL",0.6,NA,"F",NA,NA,NA,2.46,"Niger","River Niger","No","No","Tilapia_zillii",1390
"9386",23.1,"SL",0.33,NA,"",NA,20.5,NA,2.25,"Egypt","Noussa Hydrodrome","No","No","Tilapia_zillii",1390
"9387",24.8,"SL",0.54,NA,"M",NA,NA,NA,2.52,"Niger","River Niger","No","No","Tilapia_zillii",1390
"9388",25.5,"SL",0.72,NA,"",NA,NA,NA,2.67,"Nigeria","Lake Kainji","No","No","Tilapia_zillii",1390
"9389",26.3,"TL",0.23,NA,"",NA,NA,NA,2.21,"Israel","Lake Tiberias","No","No","Tilapia_zillii",1390
"9390",27.4,"SL",0.63,NA,"",NA,NA,NA,2.68,"Nigeria","Lake Kainji","No","No","Tilapia_zillii",1390
"9391",28.1,"TL",0.5,NA,"M",NA,NA,14.7,2.6,"Egypt","","No","No","Tilapia_zillii",1390
"9392",28.6,"SL",1.19,NA,"",NA,NA,NA,2.99,"Uganda","aquarium","No","Yes","Tilapia_zillii",1390
"9393",34,"TL",0.2,NA,"",NA,NA,NA,2.36,"Burkina Faso","Sourou reservoir","No","No","Tilapia_zillii",1390
"9394",61.8,"SL",0.14,NA,"",NA,NA,NA,2.74,"USA","ponds","No","Yes","Tilapia_zillii",1390
"9395",29.4,"TL",0.71,NA,NA,NA,NA,NA,2.79,"Russia","Lower Volga River","No","No","Tinca_tinca",269
"9396",32.4,"FL",0.21,-0.4,NA,NA,NA,NA,2.33,"Greece","Lake Pamvotis","No","No","Tinca_tinca",269
"9397",54,"TL",0.12,-0.79,NA,NA,NA,NA,2.55,"Greece","Lake Vegoritis","No","No","Tinca_tinca",269
"9398",57.7,"TL",0.08,-2.7,NA,NA,NA,NA,2.43,"Russia","Volga river","No","No","Tinca_tinca",269
"9399",38.3,"TL",0.17,NA,NA,NA,24,NA,2.4,"India","Western Ghats hotspot (Pooyamkutty River)","No","No","Tor_khudree",13216
"9400",39.4,"TL",0.19,NA,NA,NA,24,NA,2.47,"India","Western Ghats hotspot (Kuttampuzha River)","No","No","Tor_khudree",13216
"9401",57.2,"TL",0.12,NA,NA,NA,24,NA,2.59,"India","Western Ghats hotspot (Thekkady Reservoir)","No","No","Tor_khudree",13216
"9402",67.7,"TL",0.23,NA,NA,NA,24,NA,3.02,"India","Western Ghats hotspot (Vettilapara River)","No","No","Tor_khudree",13216
"9403",72.9,"TL",0.16,NA,NA,NA,24,NA,2.93,"India","Western Ghats hotspot (Orukomban River)","No","No","Tor_khudree",13216
"9404",120,"TL",0.12,NA,NA,NA,24,NA,3.24,"India","Western Ghats hotspot (Poringal Reservoir)","No","No","Tor_khudree",13216
"9405",148,"NG",0.07,-0.25,"FALSE",NA,NA,NA,3.19,"India","Sarju River, Kamaun Himalaya","No","No","Tor_putitora",9194
"9406",87.5,"NG",0.14,-0.99,NA,NA,NA,36,3.02,"India","Narmada River","No","No","Tor_tor",4644
"9407",92.1,"TL",0.14,-1.48,"M",NA,NA,NA,3.07,"USA","off Monterey Bay and Los Angeles, California","No","No","Torpedo_californica",2552
"9408",137,"TL",0.07,-1.93,"F",NA,NA,NA,3.14,"USA","off Monterey Bay and Los Angeles, California","No","No","Torpedo_californica",2552
"9409",43.1,"TL",0.11,-2.58,NA,NA,14,NA,2.31,"Tunisia","Gulf of Tunis","No","No","Torpedo_torpedo",2062
"9410",128,"TL",0.3,NA,NA,0.3,27,NA,3.69,"Mexico","San Felipe, Baja California","Yes","No","Totoaba_macdonaldi",6317
"9411",208,"TL",0.26,NA,NA,NA,22,NA,4.04,"Mexico","Gulf of California","Yes","No","Totoaba_macdonaldi",6317
"9412",14.5,"TL",0.66,NA,NA,NA,NA,NA,2.14,"China","Niushan Lake","No","No","Toxabramis_swinhonis",55396
"9413",40,"TL",0.31,NA,NA,NA,NA,NA,2.7,"Australia","Alligator River Region","No","No","Toxotes_chatareus",8079
"9414",36.5,"TL",1.6,NA,NA,NA,29,NA,3.33,"Malaysia","Terengganu coast, 10-20 m","Yes","No","Trachinocephalus_myops",2724
"9415",43.2,"FL",0.17,-1.68,NA,NA,23.5,16.5,2.5,"Taiwan","Minnan-Taiwan Bank Fishing Ground (22°00'-24°30'N, 117°30'-120°45'E)","No","No","Trachinocephalus_myops",2724
"9416",54.1,"FL",0.1,NA,NA,NA,NA,NA,2.47,"Taiwan","southern Taiwan Strait","No","No","Trachinocephalus_myops",2724
"9417",56.8,"FL",0.1,NA,NA,NA,NA,NA,2.51,"Taiwan","southern Taiwan Strait","No","No","Trachinocephalus_myops",2724
"9418",60.9,"FL",0.09,NA,NA,NA,NA,NA,2.5,"Taiwan","southern Taiwan Strait","No","No","Trachinocephalus_myops",2724
"9419",72.8,"FL",0.39,-0.58,"M",NA,26,48.6,3.32,"USA","Florida Keys (1995-97) and Tampa Bay (1990-95)","No","No","Trachinotus_falcatus",1010
"9420",78.4,"FL",0.28,-1.12,"F",NA,26,54.7,3.24,"USA","Florida Keys (1995-97) and Tampa Bay (1990-95)","No","No","Trachinotus_falcatus",1010
"9421",303,"TL",0.07,-1.3,NA,NA,NA,NA,3.81,NA,"Europe (not specified)","No","No","Trachipterus_arcticus",3265
"9422",43.5,"TL",0.43,NA,"",NA,15,NA,2.91,"South Africa","ICSEAF Div. 2.1","No","No","Trachurus_capensis",5382
"9423",47,"",0.25,0.18,"",NA,NA,NA,2.74,"","south africa","No","No","Trachurus_capensis",5382
"9424",47,"TL",0.25,NA,"",NA,15,NA,2.74,"South Africa","ICSEAF Div. 1.0 (South-west African shelf)","No","No","Trachurus_capensis",5382
"9425",48.8,"TL",0.56,-0.23,"",NA,15,32.5,3.12,"South Africa","off Orange River to East London","No","No","Trachurus_capensis",5382
"9426",49.9,"NG",0.14,NA,"F",NA,15,NA,2.54,"South Africa","Southeast Atlantic, ICSEAF Div. 1.3","No","No","Trachurus_capensis",5382
"9427",50.3,"TL",0.43,-0.19,"",NA,18,32.5,3.03,"South Africa","South-east coast (ICSEAF Div. 2.1/2.2)","No","No","Trachurus_capensis",5382
"9428",51.4,"NG",0.14,NA,"M",NA,15,NA,2.57,"South Africa","Southeast Atlantic, ICSEAF Div. 1.3","No","No","Trachurus_capensis",5382
"9429",54.3,"TL",0.13,NA,"",NA,15,NA,2.57,"South Africa","ICSEAF Div. 1.6","No","No","Trachurus_capensis",5382
"9430",55,"TL",0.11,NA,"",NA,15,NA,2.52,"South Africa","ICSEAF Div. 1.3/1.4 (South-west African waters)","No","No","Trachurus_capensis",5382
